source_file,timestamp
mlp.json,2025-11-22T10:21:58.753211
swenable_memoryintensive_w6_3.json,2025-12-26T09:07:52.549501
swenable_cpuintensive_w14_1.json,2025-12-28T21:01:34.467023
SWdisable_memoryintensive4.json,2025-12-11T09:08:05.893799
swenable_memoryintensive_w14_2.json,2025-12-28T19:57:07.757768
dvfs_log_memoryintensive.json,2025-08-05T16:51:19.672039
swenable_cpuintensive_w14_3.json,2025-12-28T15:40:09.531780
SWdisable_memoryintensive4.json,2025-12-11T09:10:37.229387
swenable_memoryintensive_w12_3.json,2025-12-28T15:19:22.674292
mlpenable_cpuintensive2.json,2026-02-16T22:54:30.624941
mlp.json,2025-11-22T10:02:51.949938
swenable_memoryintensive_w14_2.json,2025-12-28T20:01:17.032725
swenable_mixed_w4_1.json,2026-01-03T07:55:02.313152
mlpenable_mixed1.json,2026-02-16T23:13:47.491036
SWdisable_memoryintensive2.json,2025-11-25T07:54:44.802430
swenable_memoryintensive_w6_1.json,2025-12-26T07:33:36.987343
baseline_log_memoryintensive2.json,2025-08-05T19:26:01.236522
SW-enable_cpuintensive3.json,2025-12-10T23:08:43.188321
mlpenable_cpuintensive3.json,2026-02-17T00:02:24.145806
dvfs_log_cpuintensive2.json,2025-08-05T20:26:28.325729
swenable_memoryintensive_w12_3.json,2025-12-28T15:22:31.700909
mlpdisable_memoryintensive.json,2025-11-22T23:10:22.567544
dvfs_log_memoryintensive.json,2025-08-05T16:49:31.456434
swenable_cpuintensive_w6_3.json,2025-12-26T08:56:00.852565
swenable_mixed_w8_2.json,2026-01-03T10:43:32.543125
baseline_log_memoryintensive.json,2025-08-05T17:13:09.625979
swenable_mixed_w4_2.json,2026-01-03T08:33:01.691770
SWdisable_memoryintensive3.json,2025-12-11T06:04:00.008559
SWdisable_cpuintensive4.json,2025-12-11T07:12:29.220020
swenable_memoryintensive_w4_1.json,2025-12-25T08:24:24.208339
mlp.json,2025-11-22T09:53:13.187889
baseline_log_memoryintensive.json,2025-08-05T17:10:54.518787
swenable_memoryintensive6.json,2025-12-11T15:31:44.311606
swenable_memoryintensive_w14_2.json,2025-12-28T20:00:00.989699
swenable_memoryintensive8.json,2025-12-11T21:41:43.949091
mlp.json,2025-11-22T10:23:17.168024
mlpdisable_memoryintensive.json,2025-11-22T23:12:56.586297
swenable_mixed_w4_1.json,2026-01-03T07:54:48.019770
swenable_cpuintensive_w12_2.json,2025-12-28T14:22:40.831514
mlpdisable_cpuintensive.json,2025-11-22T15:30:16.394862
dvfs_log_memoryintensive2.json,2025-08-05T19:34:44.830817
dvfs_log_cpuintensive3.json,2025-08-08T08:18:28.669893
swenable_cpuintensive_w10_3.json,2025-12-28T07:14:06.873583
swenable_cpuintensive_w12_1.json,2025-12-28T13:25:41.338582
swenable_memoryintensive_w10_2.json,2025-12-28T08:27:50.359982
baseline_log_memoryintensive.json,2025-08-05T17:12:15.016611
baseline_log_cpuintensive.json,2025-07-31T23:00:15.212745
swenable_memoryintensive_w4_2.json,2025-12-25T08:39:45.160837
swenable_mixed_w14_2.json,2026-01-03T21:01:48.558786
SW-disable_cpuintensive3.json,2025-12-10T23:17:40.764376
swenable_cpuintensive_w4_1.json,2025-12-24T06:58:42.816219
baseline_log_cpuintensive2.json,2025-08-05T20:16:54.380621
swenable_memoryintensive5.json,2025-12-11T12:51:26.211868
mlpenable_cpuintensive.json,2025-11-22T15:08:04.960484
swenable_mixed_w10_1.json,2026-01-03T18:22:48.646796
mlp.json,2025-11-22T10:02:14.903837
baseline_log_memoryintensive2.json,2025-08-05T19:23:51.836342
swenable_memoryintensive_w10_2.json,2025-12-28T08:30:33.132225
mlpenable_cpuintensive2.json,2026-02-16T22:56:03.832506
mlpdisable_cpuintensive2.json,2026-02-16T23:21:24.216619
baseline_log_memoryintensive.json,2025-08-05T17:12:11.809922
mlp.json,2025-11-22T09:49:07.383954
mlpenable_cpuintensive3.json,2026-02-17T00:03:56.752442
mlpdisable_memoryintensive.json,2025-11-22T23:10:55.110363
swenable_mixed_w10_2.json,2026-01-03T19:00:33.024930
SWenable_cpuintensive8.json,2025-12-11T21:32:26.905686
dvfs_log_cpuintensive2.json,2025-08-05T20:24:35.542671
SWdisable_memoryintensive4.json,2025-12-11T09:05:55.029318
baseline_log_memoryintensive3.json,2025-08-08T08:40:42.279528
swenable_memoryintensive_w4_3.json,2025-12-25T09:07:05.508627
swenable_memoryintensive_w6_3.json,2025-12-26T09:06:54.799781
mlp.json,2025-11-22T09:45:52.491256
swenable_cpuintensive_w14_3.json,2025-12-28T15:38:49.868231
SWenable_cpuintensive8.json,2025-12-11T21:28:24.139132
swenable_mixed_w8_1.json,2026-01-06T21:12:18.259169
SWdisable_cpuintensive7.json,2025-12-11T17:36:56.261955
swenable_memoryintensive_w6_3.json,2025-12-26T09:07:19.134065
swenable_cpuintensive_w10_1.json,2025-12-28T08:39:20.481203
mlpenable_cpuintensive2.json,2026-02-16T22:57:00.615053
mlp.json,2025-11-22T10:17:59.183421
mlpenable_mixed2.json,2026-02-17T00:16:15.272190
